,Movie Title,Year,Content Rating,Budget_ADJ,Gross_Income_ADJ,Director,IMDB Score
1181,Aliens vs. Predator: Requiem ,2007,R,"$47,288,055.48","$49,412,549.40",Colin Strause,4.7
1182,Ri¢hie Ri¢h ,1994,PG,"$66,159,244.26","$62,996,428.82",Donald Petrie,5.2
1183,Autumn in New York ,2000,PG-13,"$56,938,443.67","$53,739,828.38",Joan Chen,5.5
1184,Paul ,2011,R,"$43,588,706.27","$40,724,258.09",Greg Mottola,7.0
1185,The Guilt Trip ,2012,PG-13,"$42,704,948.74","$39,609,919.32",Anne Fletcher,5.8
1186,Scream 4 ,2011,R,"$43,588,706.27","$41,602,033.29",Wes Craven,6.2
1187,8MM ,1999,R,"$58,852,340.94","$53,384,228.69",Joel Schumacher,6.5
1188,The Doors ,1991,R,"$68,388,839.94","$63,320,492.62",Oliver Stone,7.2
1189,Sex Tape ,2014,R,"$41,416,599.08","$39,908,489.21",Jake Kasdan,5.1
1190,Hanging Up ,2000,PG-13,"$85,407,665.51","$51,298,561.29",Diane Keaton,4.7
1191,Final Destination 5 ,2011,R,"$43,588,706.27","$46,395,511.65",Steven Quale,5.9
1192,Mickey Blue Eyes ,1999,PG-13,"$58,852,340.94","$49,824,895.02",Kelly Makin,5.8
1193,Pay It Forward ,2000,PG-13,"$56,938,443.67","$47,698,646.69",Mimi Leder,7.2
1194,Fever Pitch ,2005,PG-13,"$37,652,841.78","$52,803,176.82",Bobby Farrelly,6.2
1195,Drillbit Taylor ,2008,PG-13,"$45,539,541.95","$37,403,492.92",Steven Brill,5.7
1196,A Million Ways to Die in the West ,2014,R,"$41,416,599.08","$44,124,918.51",Seth MacFarlane,6.1
1197,The Shadow ,1994,PG-13,"$41,349,527.67","$53,018,774.56",Russell Mulcahy,6.0
1198,Extremely Loud & Incredibly Close ,2011,PG-13,"$43,588,706.27","$34,693,063.16",Stephen Daldry,6.9
1199,Morning Glory ,2010,PG-13,"$44,964,596.25","$34,840,304.81",Roger Michell,6.5
1200,Get Rich or Die Tryin' ,2005,R,"$50,203,789.04","$38,885,156.54",Jim Sheridan,5.0
1201,The Art of War ,2000,R,"$56,938,443.67","$42,987,250.97",Christian Duguay,5.7
1202,Rent ,2005,PG-13,"$50,203,789.04","$36,495,075.89",Chris Columbus,7.0
1203,Bless the Child ,2000,R,"$56,938,443.67","$41,812,999.49",Chuck Russell,5.1
1204,The Out-of-Towners ,1999,PG-13,"$58,852,340.94","$41,984,918.68",Sam Weisman,5.3
1205,The Island of Dr. Moreau ,1996,PG-13,"$62,490,758.44","$43,218,580.42",John Frankenheimer,4.4
1206,The Musketeer ,2001,PG-13,"$55,363,071.71","$37,444,557.50",Peter Hyams,4.7
1207,The Other Boleyn Girl ,2008,PG-13,"$39,847,099.20","$30,528,521.48",Justin Chadwick,6.7
1208,Sweet November ,2001,PG-13,"$55,363,071.71","$34,848,513.86",Pat O'Connor,6.7
1209,The Reaping ,2007,R,"$47,288,055.48","$29,693,940.98",Stephen Hopkins,5.7
1210,Mean Streets ,1973,R,"$2,760,360.36","$180,223.93",Martin Scorsese,7.4
1211,Renaissance Man ,1994,PG-13,"$66,159,244.26","$40,245,204.18",Penny Marshall,6.1
1212,Colombiana ,2011,PG-13,"$43,588,706.27","$39,955,428.50",Olivier Megaton,6.4
1213,The Magic Sword: Quest for Camelot ,1998,G,"$60,152,147.24","$34,163,048.10",Frederik Du Chau,6.2
1214,City by the Sea ,2002,R,"$81,752,084.49","$30,566,988.58",Michael Caton-Jones,6.2
1215,At First Sight ,1999,PG-13,"$88,278,511.40","$32,848,797.51",Irwin Winkler,5.9
1216,Torque ,2004,PG-13,"$51,904,711.49","$27,478,772.09",Joseph Kahn,4.0
1217,City Hall ,1996,R,"$62,490,758.44","$31,714,059.91",Harold Becker,6.2
1218,Showgirls ,1995,NC-17,"$72,377,952.76","$32,655,261.16",Paul Verhoeven,4.6
1219,Marie Antoinette ,2006,PG-13,"$48,634,920.63","$19,408,337.76",Sofia Coppola,6.4
1220,Kiss of Death ,1995,R,"$64,335,958.01","$24,033,375.86",Barbet Schroeder,5.9
1221,Get Carter ,2000,R,"$56,938,443.67","$21,305,201.23",Stephen Kay,5.1
1222,The Impossible ,2012,PG-13,"$48,043,067.33","$20,281,386.21",J.A. Bayona,7.6
1223,Ishtar ,1987,PG-13,"$110,045,070.42","$31,017,996.19",Elaine May,4.2
1224,Fantastic Mr. Fox ,2009,PG,"$45,702,139.96","$23,992,598.61",Wes Anderson,7.8
1225,Life or Something Like It ,2002,PG-13,"$54,501,389.66","$19,686,704.48",Stephen Herek,5.8
1226,Memoirs of an Invisible Man ,1992,PG-13,"$69,884,533.14","$25,085,110.83",John Carpenter,5.9
1227,Amélie ,2001,R,"$106,573,913.04","$45,953,648.47",Jean-Pierre Jeunet,8.4
1228,New York Minute ,2004,PG,"$38,928,533.62","$18,190,478.47",Dennie Gordon,4.8
1229,Alfie ,2004,R,"$77,857,067.23","$17,382,808.72",Charles Shyer,6.2
1230,Big Miracle ,2012,PG,"$42,704,948.74","$21,474,146.10",Ken Kwapis,6.5
1231,The Deep End of the Ocean ,1999,PG-13,"$58,852,340.94","$19,680,967.29",Ulu Grosbard,6.3
1232,Feardotcom ,2002,R,"$57,226,459.14","$17,996,390.20",William Malone,3.3
1233,Cirque du Freak: The Vampire's Assistant ,2009,PG-13,"$45,702,139.96","$15,810,803.85",Paul Weitz,5.9
1234,Victor Frankenstein ,2015,PG-13,"$41,367,496.85","$5,970,900.73",Paul McGuigan,6.0
1235,Duplex ,2003,PG-13,"$53,286,956.52","$12,858,142.61",Danny DeVito,5.8
1236,Raise the Titanic ,1980,PG,"$107,091,262.14","$20,823,300.97",Jerry Jameson,4.7
1237,Universal Soldier: The Return ,1999,R,"$35,311,404.56","$15,347,542.90",Mic Rodgers,4.1
1238,Pandorum ,2009,R,"$37,704,265.46","$11,798,078.27",Christian Alvart,6.8
1239,Impostor ,2001,R,"$55,363,071.71","$8,462,573.54",Gary Fleder,6.2
1240,Extreme Ops ,2002,PG-13,"$54,501,389.66","$6,589,174.41",Christian Duguay,4.5
1241,Just Visiting ,2001,PG-13,"$55,363,071.71","$6,611,744.53",Jean-Marie Poiré,5.8
1242,Sunshine ,2007,R,"$30,737,236.06","$4,344,675.22",Danny Boyle,7.3
1243,A Thousand Words ,2012,PG-13,"$42,704,948.74","$19,685,005.20",Brian Robbins,5.9
1244,Delgo ,2008,PG,"$45,539,541.95","$582,815.06",Marc F. Adler,4.4
1245,The Gunman ,2015,R,"$41,367,496.85","$11,004,421.21",Pierre Morel,5.8
1246,Alex Rider: Operation Stormbreaker ,2006,PG,"$48,634,920.63","$793,388.76",Geoffrey Sax,5.1
1247,Disturbia ,2007,PG-13,"$23,644,027.74","$94,635,423.19",D.J. Caruso,6.9
1248,Hackers ,1995,PG-13,"$32,167,979.00","$12,165,929.66",Iain Softley,6.2
1249,The Hunting Party ,2007,R,"$29,555,034.68","$1,036,401.67",Richard Shepard,6.9
1250,The Hudsucker Proxy ,1994,PG,"$49,619,433.20","$4,745,882.11",Joel Coen,7.3
1251,The Warlords ,2007,R,"$47,288,055.48","$152,477.97",Peter Ho-Sun Chan,7.1
1252,Nomad: The Warrior ,2005,R,"$31,377,368.15","$96,932.22",Sergey Bodrov,6.0
1253,Snowpiercer ,2013,R,"$41,246,685.01","$4,801,270.91",Joon-ho Bong,7.0
1254,The Crow ,1994,R,"$38,041,565.45","$83,845,532.18",Alex Proyas,7.6
1255,The Time Traveler's Wife ,2009,PG-13,"$44,559,586.46","$72,451,006.06",Robert Schwentke,7.1
1256,The Fast and the Furious ,2001,PG-13,"$52,594,918.13","$200,016,134.54",Rob Cohen,6.7
1257,Frankenweenie ,2012,PG,"$41,637,325.02","$37,674,079.44",Tim Burton,7.0
1258,Serenity ,2005,PG-13,"$50,203,789.04","$31,798,998.40",Joss Whedon,8.0
1259,Against the Ropes ,2004,PG-13,"$50,607,093.70","$7,631,944.21",Charles S. Dutton,5.3
1260,Superman III ,1983,PG,"$95,980,722.89","$147,662,650.60",Richard Lester,4.9
1261,Grudge Match ,2013,PG-13,"$42,088,454.09","$31,358,803.45",Peter Segal,6.4
1262,Red Cliff ,2008,R,"$630,303,692.19","$713,614.87",John Woo,7.4
1263,Sweet Home Alabama ,2002,PG-13,"$51,776,320.18","$173,333,592.71",Andy Tennant,6.1
1264,The Ugly Truth ,2009,R,"$43,417,032.96","$101,590,388.86",Robert Luketic,6.5
1265,Sgt. Bilko ,1996,PG,"$60,928,489.48","$47,492,976.42",Jonathan Lynn,5.7
1266,Spy Kids 2: Island of Lost Dreams ,2002,PG,"$51,776,320.18","$116,592,599.24",Robert Rodriguez,5.1
1267,Star Trek: Generations ,1994,PG,"$57,889,338.73","$125,154,878.03",David Carson,6.6
1268,The Grandmaster ,2013,PG-13,"$40,615,358.20","$6,938,424.76",Kar-Wai Wong,6.5
1269,Water for Elephants ,2011,PG-13,"$41,409,270.96","$63,966,695.61",Francis Lawrence,6.9
1270,The Hurricane ,1999,R,"$55,909,723.89","$74,549,593.27",Norman Jewison,7.6
1271,Enough ,2002,PG-13,"$51,776,320.18","$53,380,316.51",Michael Apted,5.6
1272,Heartbreakers ,2001,PG-13,"$48,442,687.75","$55,825,386.58",David Mirkin,6.2
1273,Paul Blart: Mall Cop 2 ,2015,PG,"$31,025,622.63","$73,466,802.52",Andy Fickman,4.4
1274,Angel Eyes ,2001,R,"$52,594,918.13","$33,279,478.73",Luis Mandoki,5.6
1275,Joe Somebody ,2001,PG,"$52,594,918.13","$31,516,624.41",John Pasquin,5.5
1276,The Ninth Gate ,1999,R,"$55,909,723.89","$27,445,415.48",Roman Polanski,6.7
1277,Extreme Measures ,1996,R,"$59,366,220.52","$27,035,394.01",Michael Apted,6.1
1278,Rock Star ,2001,R,"$78,892,377.19","$23,518,097.22",Stephen Herek,6.2
1279,Precious ,2009,R,"$11,425,534.99","$54,313,518.83",Lee Daniels,7.3
1280,White Squall ,1996,PG-13,"$59,366,220.52","$16,091,370.30",Ridley Scott,6.6
1281,The Thing ,1982,R,"$38,101,554.40","$35,009,836.79",John Carpenter,8.2
1282,Riddick ,2013,R,"$39,984,031.39","$44,190,551.41",David Twohy,6.4
1283,Switchback ,1997,R,"$56,507,414.33","$9,899,785.91",Jeb Stuart,6.4
1284,Texas Rangers ,2001,PG-13,"$52,594,918.13","$862,797.49",Steve Miner,5.2
1285,City of Ember ,2008,PG,"$62,616,870.18","$8,961,832.34",Gil Kenan,6.5
1286,The Master ,2012,R,"$34,163,958.99","$17,484,766.16",Paul Thomas Anderson,7.1
1287,The Express ,2008,PG,"$45,539,541.95","$10,917,962.87",Gary Fleder,7.3
1288,The 5th Wave ,2016,PG-13,"$38,809,534.72","$35,656,752.29",J Blakeson,5.2
1289,Creed ,2015,PG-13,"$36,196,559.74","$113,463,685.61",Ryan Coogler,7.7
1290,The Town ,2010,R,"$41,592,251.53","$103,613,307.42",Ben Affleck,7.6
1291,What to Expect When You're Expecting ,2012,PG-13,"$42,704,948.74","$43,881,652.64",Kirk Jones,5.7
1292,Burn After Reading ,2008,R,"$42,124,076.30","$68,695,136.44",Ethan Coen,7.0
1293,Nim's Island ,2008,PG,"$42,124,076.30","$54,654,853.93",Jennifer Flackett,6.0
1294,Rush ,2013,R,"$39,984,031.39","$28,308,388.03",Ron Howard,8.1
1295,Magnolia ,1999,R,"$54,438,415.37","$33,032,310.88",Paul Thomas Anderson,8.0
1296,Cop Out ,2010,R,"$41,592,251.53","$50,436,055.82",Kevin Smith,5.6
1297,How to Be Single ,2016,R,"$38,809,534.72","$47,810,656.66",Christian Ditter,6.1
1298,Dolphin Tale ,2011,PG,"$40,319,553.30","$78,764,454.42",Charles Martin Smith,6.9
1299,Twilight ,2008,PG-13,"$42,124,076.30","$217,963,034.94",Catherine Hardwicke,5.2
1300,John Q ,2002,PG-13,"$49,051,250.69","$96,776,252.31",Nick Cassavetes,7.0
1301,Blue Streak ,1999,PG-13,"$95,635,054.02","$100,355,291.31",Les Mayfield,6.3
1302,We're the Millers ,2013,R,"$38,931,820.04","$158,219,938.32",Rawson Marshall Thurber,7.0
1303,Breakdown ,1997,R,"$54,980,186.92","$76,558,667.12",Jonathan Mostow,6.9
1304,Never Say Never Again ,1983,PG,"$88,597,590.36","$136,587,951.81",Irvin Kershner,6.2
1305,Hot Tub Time Machine ,2010,R,"$40,468,136.63","$56,445,877.62",Steve Pink,6.4
1306,Dolphin Tale 2 ,2014,PG,"$37,274,939.17","$43,507,602.02",Charles Martin Smith,6.4
1307,Reindeer Games ,2000,R,"$48,397,677.12","$33,253,159.98",John Frankenheimer,5.7
1308,A Man Apart ,2003,R,"$47,958,260.87","$34,880,572.00",F. Gary Gray,6.1
1309,Aloha ,2015,PG-13,"$38,264,934.58","$21,709,142.15",Cameron Crowe,5.4
1310,Ghosts of Mississippi ,1996,PG-13,"$56,241,682.60","$20,391,892.12",Rob Reiner,6.7
1311,Snow Falling on Cedars ,1999,PG-13,"$52,967,106.84","$21,154,993.32",Scott Hicks,6.8
1312,The Rite ,2011,PG-13,"$40,319,553.30","$36,001,823.87",Mikael Håfström,6.0
1313,Gattaca ,1997,PG-13,"$54,980,186.92","$18,845,425.80",Andrew Niccol,7.8
1314,Isn't She Great ,2000,R,"$51,244,599.30","$4,205,480.57",Andrew Bergman,5.3
1315,Space Chimps ,2008,G,"$42,124,076.30","$34,275,299.82",Kirk De Micco,4.5
1316,Head of State ,2003,PG-13,"$46,892,521.74","$50,340,491.56",Chris Rock,5.4
1317,The Hangover ,2009,R,"$39,989,372.46","$316,845,362.34",Todd Phillips,7.8
1318,Ip Man 3 ,2015,PG-13,"$37,230,747.16","$2,199,210.93",Wilson Yip,7.2
1319,Austin Powers: The Spy Who Shagged Me ,1999,PG-13,"$48,553,181.27","$302,205,920.29",Jay Roach,6.6
1320,Batman ,1989,PG-13,"$69,187,096.77","$496,543,782.67",Tim Burton,7.6
1321,There Be Dragons ,2011,PG-13,"$39,229,835.64","$1,164,245.63",Roland Joffé,5.9
1322,Lethal Weapon 3 ,1992,R,"$61,148,966.50","$252,862,379.89",Richard Donner,6.7
1323,The Blind Side ,2009,PG-13,"$33,134,051.47","$292,436,996.51",John Lee Hancock,7.7
1324,Spy Kids ,2001,PG,"$48,442,687.75","$155,974,467.74",Robert Rodriguez,5.4
1325,Horrible Bosses ,2011,R,"$38,140,117.99","$128,073,040.72",Seth Gordon,6.9
1326,True Grit ,2010,PG-13,"$42,716,366.44","$192,258,886.60",Ethan Coen,7.7
1327,The Devil Wears Prada ,2006,PG-13,"$42,555,555.56","$151,659,442.69",David Frankel,6.8
1328,Star Trek: The Motion Picture ,1979,PG,"$118,170,798.90","$277,870,192.84",Robert Wise,6.4
1329,Identity Thief ,2013,R,"$36,827,397.33","$141,475,261.51",Seth Gordon,5.7
1330,Cape Fear ,1991,R,"$62,989,721.00","$142,356,769.46",Martin Scorsese,7.3
1331,21 ,2008,PG-13,"$39,847,099.20","$92,399,007.67",Robert Luketic,6.8
1332,Trainwreck ,2015,R,"$36,196,559.74","$113,769,158.72",Judd Apatow,6.3
1333,Guess Who ,2005,PG-13,"$43,928,315.41","$85,299,165.72",Kevin Rodney Sullivan,5.9
1334,The English Patient ,1996,R,"$42,181,261.95","$122,874,687.84",Anthony Minghella,7.4
1335,L.A. Confidential ,1997,R,"$53,452,959.50","$98,666,491.98",Curtis Hanson,8.3
1336,Sky High ,2005,PG,"$43,928,315.41","$80,250,071.50",Mike Mitchell,6.2
1337,In & Out ,1997,PG-13,"$53,452,959.50","$97,477,685.94",Frank Oz,6.3
1338,Species ,1995,R,"$56,293,963.25","$96,591,512.72",Roger Donaldson,5.8
1339,A Nightmare on Elm Street ,1984,X,"$4,246,544.75","$62,530,371.51",Wes Craven,7.5
1340,The Cell ,2000,R,"$46,974,216.03","$87,231,066.50",Tarsem Singh,6.3
1341,The Man in the Iron Mask ,1998,PG-13,"$52,633,128.83","$85,530,887.05",Randall Wallace,6.4
1342,Secretariat ,2010,PG,"$39,344,021.72","$67,109,112.46",Randall Wallace,7.2
1343,TMNT ,2007,PG,"$40,194,847.16","$63,995,630.08",Kevin Munroe,6.3
1344,Radio ,2003,PG,"$46,626,086.96","$69,642,701.76",Michael Tollin,6.9
1345,Friends with Benefits ,2011,R,"$38,140,117.99","$60,809,246.33",Will Gluck,6.6
1346,Neighbors 2: Sorority Rising ,2016,R,"$35,745,624.09","$56,469,726.69",Nicholas Stoller,6.0
1347,Saving Mr. Banks ,2013,PG-13,"$36,827,397.33","$87,648,954.17",John Lee Hancock,7.5
1348,Malcolm X ,1992,PG-13,"$57,654,739.84","$84,158,288.30",Spike Lee,7.7
1349,This Is 40 ,2012,R,"$37,366,830.14","$72,089,567.37",Judd Apatow,6.2
1350,Old Dogs ,2009,PG,"$39,989,372.46","$56,526,746.65",Walt Becker,5.4
1351,Underworld: Rise of the Lycans ,2009,R,"$39,989,372.46","$52,331,595.26",Patrick Tatopoulos,6.6
1352,License to Wed ,2007,PG-13,"$41,377,048.55","$51,771,720.93",Ken Kwapis,5.3
1353,The Benchwarmers ,2006,PG-13,"$40,123,809.52","$70,097,260.64",Dennis Dugan,5.6
1354,Must Love Dogs ,2005,PG-13,"$37,652,841.78","$55,092,211.05",Gary David Goldberg,5.9
1355,Donnie Brasco ,1997,R,"$53,452,959.50","$64,074,821.59",Mike Newell,7.8
1356,Resident Evil ,2002,R,"$44,963,646.47","$53,864,143.06",Paul W.S. Anderson,6.7
1357,Poltergeist ,1982,PG,"$27,179,108.81","$194,571,937.82",Tobe Hooper,7.4
1358,The Ladykillers ,2004,R,"$45,416,622.55","$51,505,225.58",Ethan Coen,6.2
1359,Max Payne ,2008,PG-13,"$39,847,099.20","$46,322,018.30",John Moore,5.4
1360,In Time ,2011,PG-13,"$43,588,706.27","$40,923,182.78",Andrew Niccol,6.7
1361,The Back-up Plan ,2010,PG-13,"$39,344,021.72","$42,133,222.84",Alan Poul,5.3
1362,Something Borrowed ,2011,PG-13,"$38,140,117.99","$42,527,523.96",Luke Greenfield,5.9
1363,Black Knight ,2001,PG-13,"$69,203,839.64","$46,259,730.13",Gil Junger,4.8
1364,Street Fighter ,1994,PG-13,"$57,889,338.73","$55,281,872.25",Steven E. de Souza,3.8
1365,The Pianist ,2002,R,"$47,688,715.95","$44,308,706.00",Roman Polanski,8.5
1366,From Hell ,2001,R,"$48,442,687.75","$43,734,484.79",Albert Hughes,6.8
1367,The Nativity Story ,2006,PG,"$36,476,190.48","$45,738,646.67",Catherine Hardwicke,6.8
1368,House of Wax ,2005,R,"$37,652,841.78","$40,224,291.15",Jaume Collet-Serra,5.3
1369,Closer ,2004,R,"$35,035,680.25","$44,103,118.03",Mike Nichols,7.3
1370,J. Edgar ,2011,R,"$38,140,117.99","$40,651,862.70",Clint Eastwood,6.6
1371,Mirrors ,2008,R,"$39,847,099.20","$34,941,851.84",Alexandre Aja,6.2
1372,Queen of the Damned ,2002,R,"$47,688,715.95","$41,295,435.89",Michael Rymer,5.2
1373,Predator 2 ,1990,R,"$65,640,397.86","$57,518,642.04",Stephen Hopkins,6.2
1374,Untraceable ,2008,R,"$39,847,099.20","$32,660,771.63",Gregory Hoblit,6.2
1375,Blast from the Past ,1999,PG-13,"$51,495,798.32","$38,981,746.99",Hugh Wilson,6.6
1376,Jersey Girl ,2004,PG-13,"$45,416,622.55","$32,785,778.40",Kevin Smith,6.2
1377,Alex Cross ,2012,PG-13,"$37,366,830.14","$27,612,929.10",Rob Cohen,5.1
1378,Midnight in the Garden of Good and Evil ,1997,R,"$45,816,822.43","$38,301,240.11",Clint Eastwood,6.6
1379,Nanny McPhee Returns ,2010,PG,"$39,344,021.72","$32,594,217.56",Susanna White,6.1
1380,Hoffa ,1992,R,"$61,148,966.50","$42,413,796.72",Danny DeVito,6.6
1381,The X Files: I Want to Believe ,2008,PG-13,"$34,154,656.46","$23,887,348.90",Chris Carter,5.9
1382,Ella Enchanted ,2004,PG,"$45,416,622.55","$29,733,194.85",Tommy O'Haver,6.3
1383,Concussion ,2015,PG-13,"$36,196,559.74","$35,712,386.28",Peter Landesman,7.1
1384,Abduction ,2011,PG-13,"$38,140,117.99","$30,582,082.60",John Singleton,5.0
1385,Valiant ,2005,G,"$43,928,315.41","$24,408,427.07",Gary Chapman,5.6
1386,Wonder Boys ,2000,R,"$78,290,360.05","$27,600,133.36",Curtis Hanson,7.4
1387,Superhero Movie ,2008,PG-13,"$39,847,099.20","$29,454,786.74",Craig Mazin,4.5
1388,Broken City ,2013,R,"$36,827,397.33","$20,720,785.69",Allen Hughes,6.2
1389,Cursed ,2005,PG-13,"$43,928,315.41","$24,216,928.48",Wes Craven,5.0
1390,Premium Rush ,2012,PG-13,"$37,366,830.14","$21,646,547.05",David Koepp,6.5
1391,Hot Pursuit ,2015,PG-13,"$36,196,559.74","$35,686,787.04",Anne Fletcher,5.1
1392,The Four Feathers ,2002,PG-13,"$47,688,715.95","$24,942,787.16",Shekhar Kapur,6.5
1393,Parker ,2013,R,"$36,827,397.33","$18,529,422.97",Taylor Hackford,6.2
1394,Wimbledon ,2004,PG-13,"$40,226,151.40","$21,840,860.27",Richard Loncraine,6.3
1395,Furry Vengeance ,2010,PG,"$39,344,021.72","$19,780,213.66",Roger Kumble,3.8
1396,Lions for Lambs ,2007,R,"$41,377,048.55","$17,730,739.16",Robert Redford,6.2
1397,Flight of the Intruder ,1991,PG-13,"$62,989,721.00","$26,253,633.39",John Milius,5.7
1398,Walk Hard: The Dewey Cox Story ,2007,R,"$41,377,048.55","$21,654,561.32",Jake Kasdan,6.7
1399,The Shipping News ,2001,R,"$48,442,687.75","$15,786,537.68",Lasse Hallström,6.8
1400,American Outlaws ,2001,PG-13,"$48,442,687.75","$18,359,759.28",Les Mayfield,6.0
1401,The Young Victoria ,2009,PG,"$39,989,372.46","$12,558,240.82",Jean-Marc Vallée,7.3
1402,Whiteout ,2009,R,"$39,989,372.46","$11,732,705.93",Dominic Sena,5.5
1403,The Tree of Life ,2011,PG-13,"$34,870,965.02","$14,496,861.61",Terrence Malick,6.7
1404,Knock Off ,1998,R,"$52,633,128.83","$15,152,530.41",Hark Tsui,4.8
1405,Sabotage ,2014,R,"$36,239,524.20","$10,871,824.13",David Ayer,5.7
1406,The Order ,2003,R,"$50,622,608.70","$10,204,115.13",Brian Helgeland,5.1
1407,Punisher: War Zone ,2008,R,"$39,847,099.20","$9,048,888.00",Lexi Alexander,6.0
1408,Zoom ,2006,PG,"$42,555,555.56","$14,142,116.94",Peter Hewitt,4.2
1409,The Walk ,2015,PG,"$36,196,559.74","$10,484,077.05",Robert Zemeckis,7.4
1410,Warriors of Virtue ,1997,PG,"$53,452,959.50","$9,848,810.11",Ronny Yu,4.6
1411,A Good Year ,2006,PG-13,"$42,555,555.56","$9,068,308.02",Ridley Scott,6.9
1412,Radio Flyer ,1992,PG-13,"$61,148,966.50","$8,127,531.02",Richard Donner,6.9
1413,"Blood In, Blood Out ",1993,R,"$59,371,626.30","$7,627,698.44",Taylor Hackford,8.0
1414,Smilla's Sense of Snow ,1997,R,"$53,452,959.50","$3,393,490.15",Bille August,6.4
1415,Femme Fatale ,2002,R,"$47,688,715.95","$8,981,969.36",Brian De Palma,6.3
1416,Ride with the Devil ,1999,R,"$51,495,798.32","$928,070.52",Ang Lee,6.8
1417,The Maze Runner ,2014,PG-13,"$35,204,109.22","$106,040,581.50",Wes Ball,6.8
1418,Unfinished Business ,2015,R,"$36,196,559.74","$10,563,203.76",Ken Scott,5.4
1419,The Age of Innocence ,1993,PG,"$50,889,965.40","$54,282,629.76",Martin Scorsese,7.2
1420,The Fountain ,2006,PG-13,"$42,555,555.56","$12,328,045.34",Darren Aronofsky,7.3
1421,Chill Factor ,1999,R,"$50,024,489.80","$16,519,763.82",Hugh Johnson,5.2
1422,Stolen ,2012,R,"$37,366,830.14","$195,508.59",Simon West,5.5
1423,Ponyo ,2008,G,"$38,708,610.66","$17,170,437.24",Hayao Miyazaki,7.7
1424,The Longest Ride ,2015,PG-13,"$35,162,372.32","$38,712,012.77",George Tillman Jr.,7.1
1425,The Astronaut's Wife ,1999,R,"$50,024,489.80","$15,676,175.84",Rand Ravich,5.3
1426,I Dreamed of Africa ,2000,PG-13,"$48,397,677.12","$9,313,982.07",Hugh Hudson,5.6
1427,Playing for Keeps ,2012,PG-13,"$37,366,830.14","$13,987,089.94",Gabriele Muccino,5.7
1428,Mandela: Long Walk to Freedom ,2013,PG-13,"$36,827,397.33","$8,759,394.35",Justin Chadwick,7.1
1429,A Few Good Men ,1992,R,"$69,884,533.14","$246,937,308.85",Rob Reiner,7.6
1430,Exit Wounds ,2001,R,"$45,674,534.16","$71,637,875.70",Andrzej Bartkowiak,5.5
1431,Big Momma's House ,2000,PG-13,"$42,703,832.75","$167,341,285.96",Raja Gosnell,5.1
1432,The Darkest Hour ,2011,PG-13,"$32,691,529.70","$23,349,167.74",Chris Gorak,4.9
1433,Step Up Revolution ,2012,PG-13,"$35,231,582.71","$37,428,039.15",Scott Speer,6.5
1434,Snakes on a Plane ,2006,R,"$40,123,809.52","$41,357,188.68",David R. Ellis,5.6
1435,The Watcher ,2000,R,"$46,974,216.03","$41,177,483.89",Joe Charbanic,5.3
1436,The Punisher ,2004,R,"$42,821,386.98","$43,706,716.56",Jonathan Hensleigh,6.5
1437,Goal! The Dream Begins ,2005,PG-13,"$12,550,947.26","$5,372,529.62",Danny Cannon,6.8
1438,Safe ,2012,R,"$32,028,711.55","$18,277,738.34",Boaz Yakin,6.5
1439,Pushing Tin ,1999,R,"$55,909,723.89","$12,368,207.87",Mike Newell,6.0
1440,Star Wars: Episode VI - Return of the Jedi ,1983,PG,"$79,983,935.74","$760,771,287.69",Richard Marquand,8.4
1441,Doomsday ,2008,R,"$34,154,656.46","$12,472,625.91",Neil Marshall,6.0
