,Ceremony,Film,Award_Count,moviesearch
5155,46,Adaptation Score by Marvin Hamlisch,1,adaptationscorebymarvinhamlisch
5156,46,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,0,songscorebyrichardm.shermanandrobertb.sherman;adaptationscorebyjohnwilliams
5157,46,Music by George Barrie; Lyrics by Sammy Cahn,0,musicbygeorgebarrie;lyricsbysammycahn
5158,46,Music and Lyrics by Paul McCartney and Linda McCartney,0,musicandlyricsbypaulmccartneyandlindamccartney
5159,46,Music by George Bruns; Lyrics by Floyd Huddleston,0,musicbygeorgebruns;lyricsbyfloydhuddleston
5160,46,Music by John Williams; Lyrics by Paul Williams,0,musicbyjohnwilliams;lyricsbypaulwilliams
5161,46,Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,1,musicbymarvinhamlisch;lyricsbyalanbergmanandmarilynbergman
5162,46,"Francis Ford Coppola, Producer; Gary Kurtz, Co-Producer",0,"francisfordcoppola,producer;garykurtz,co-producer"
5163,46,"Ingmar Bergman, Producer",0,"ingmarbergman,producer"
5164,46,"William Peter Blatty, Producer",0,"williampeterblatty,producer"
5165,46,"Tony Bill, Michael Phillips and Julia Phillips, Producers",1,"tonybill,michaelphillipsandjuliaphillips,producers"
5166,46,"Melvin Frank, Producer",0,"melvinfrank,producer"
5167,46,"Frank Mouris, Producer",1,"frankmouris,producer"
5168,46,"Nick Bosustow and David Adams, Producers",0,"nickbosustowanddavidadams,producers"
5169,46,"Emanuele Luzzati and Giulio Gianini, Producers",0,"emanueleluzzatiandgiuliogianini,producers"
5170,46,"Allan Miller and William Fertik, Producers",1,"allanmillerandwilliamfertik,producers"
5171,46,"Richard Gayer, Producer",0,"richardgayer,producer"
5172,46,"Pen Densham and John Watson, Producers",0,"pendenshamandjohnwatson,producers"
5173,46,"Richard Portman, Lawrence O. Jost",0,"richardportman,lawrenceo.jost"
5174,46,"Robert Knudson, Chris Newman",1,"robertknudson,chrisnewman"
5175,46,"Donald O. Mitchell, Lawrence O. Jost",0,"donaldo.mitchell,lawrenceo.jost"
5176,46,"Richard Portman, Les Fresholtz",0,"richardportman,lesfresholtz"
5177,46,"Ronald K. Pierce, Robert Bertrand",0,"ronaldk.pierce,robertbertrand"
5178,46,William Peter Blatty,1,williampeterblatty
5179,46,Robert Towne,1,roberttowne
5180,46,James Bridges,0,jamesbridges
5181,46,Alvin Sargent,2,alvinsargent
5182,46,"Waldo Salt, Norman Wexler",0,"waldosalt,normanwexler"
5183,46,"George Lucas, Gloria Katz, Willard Huyck",0,"georgelucas,gloriakatz,willardhuyck"
5184,46,Ingmar Bergman,0,ingmarbergman
5185,46,Steve Shagan,0,steveshagan
5186,46,David S. Ward,1,davids.ward
5187,46,"Melvin Frank, Jack Rose",0,"melvinfrank,jackrose"
5188,46,,0,
5189,46,,0,
5190,46,,0,
5191,46,,0,
5192,47,Harry and Tonto,1,harryandtonto
5193,47,Murder on the Orient Express,1,murderontheorientexpress
5194,47,Lenny,0,lenny
5195,47,Chinatown,0,chinatown
5196,47,The Godfather Part II,1,thegodfatherpartii
5197,47,The Towering Inferno,0,thetoweringinferno
5198,47,Thunderbolt and Lightfoot,0,thunderboltandlightfoot
5199,47,The Godfather Part II,1,thegodfatherpartii
5200,47,The Godfather Part II,1,thegodfatherpartii
5201,47,The Godfather Part II,1,thegodfatherpartii
5202,47,Alice Doesn't Live Here Anymore,1,alicedoesn'tlivehereanymore
5203,47,Claudine,0,claudine
5204,47,Chinatown,0,chinatown
5205,47,Lenny,0,lenny
5206,47,A Woman under the Influence,0,awomanundertheinfluence
5207,47,Murder on the Orient Express,1,murderontheorientexpress
5208,47,Day for Night,0,dayfornight
5209,47,Blazing Saddles,0,blazingsaddles
5210,47,Alice Doesn't Live Here Anymore,1,alicedoesn'tlivehereanymore
5211,47,The Godfather Part II,1,thegodfatherpartii
5212,47,"Art Direction: Richard Sylbert, W. Stewart Campbell; Set Decoration: Ruby Levitt",0,"artdirection:richardsylbert,w.stewartcampbell;setdecoration:rubylevitt"
5213,47,"Art Direction: Alexander Golitzen, E. Preston Ames; Set Decoration: Frank McKelvy",0,"artdirection:alexandergolitzen,e.prestonames;setdecoration:frankmckelvy"
5214,47,"Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson",1,"artdirection:deantavoularis,angelograham;setdecoration:georger.nelson"
5215,47,"Art Direction: Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs; Set Decoration: Hal Gausman",0,"artdirection:peterellenshaw,johnb.mansbridge,waltertyler,alroelofs;setdecoration:halgausman"
5216,47,"Art Direction: William Creber, Ward Preston; Set Decoration: Raphael Bretton",0,"artdirection:williamcreber,wardpreston;setdecoration:raphaelbretton"
5217,47,John A. Alonzo,0,johna.alonzo
5218,47,Philip Lathrop,0,philiplathrop
5219,47,Bruce Surtees,0,brucesurtees
5220,47,Geoffrey Unsworth,1,geoffreyunsworth
5221,47,"Fred Koenekamp, Joseph Biroc",1,"fredkoenekamp,josephbiroc"
5222,47,Anthea Sylbert,0,antheasylbert
5223,47,John Furness,0,johnfurness
5224,47,Theadora Van Runkle,0,theadoravanrunkle
5225,47,Theoni V. Aldredge,1,theoniv.aldredge
5226,47,Tony Walton,0,tonywalton
5227,47,Roman Polanski,1,romanpolanski
5228,47,Francois Truffaut,0,francoistruffaut
5229,47,Francis Ford Coppola,1,francisfordcoppola
5230,47,Bob Fosse,1,bobfosse
5231,47,John Cassavetes,0,johncassavetes
5232,47,"Judy Collins and Jill Godmilow, Producers",0,"judycollinsandjillgodmilow,producers"
5233,47,"Herbert Kline, Producer",0,"herbertkline,producer"
5234,47,"Jacquot Ehrlich, David Bergman and Haim Gouri, Producers",0,"jacquotehrlich,davidbergmanandhaimgouri,producers"
5235,47,"Peter Davis and Bert Schneider, Producers",1,"peterdavisandbertschneider,producers"
5236,47,"Natalie R. Jones and Eugene S. Jones, Producers",0,"natalier.jonesandeugenes.jones,producers"
5237,47,"Francis Thompson, Producer",1,"francisthompson,producer"
5238,47,"Robin Lehman, Producer",1,"robinlehman,producer"
5239,47,"Jon Boorstin, Producer",0,"jonboorstin,producer"
5240,47,"Dewitt Jones and Lesley Foster, Producers",0,"dewittjonesandlesleyfoster,producers"
5241,47,"Ronald S. Kass and Mervyn Lloyd, Producers",0,"ronalds.kassandmervynlloyd,producers"
5242,47,"John C. Howard, Danford Greene",0,"johnc.howard,danfordgreene"
5243,47,Sam O'Steen,0,samo'steen
5244,47,Dorothy Spencer,0,dorothyspencer
5245,47,Michael Luciano,0,michaelluciano
5246,47,"Harold F. Kress, Carl Kress",1,"haroldf.kress,carlkress"
5247,47,Italy,10,italy
5248,47,Hungary,2,hungary
5249,47,Poland,1,poland
5250,47,France,9,france
5251,47,Argentina,2,argentina
5252,47,Jerry Goldsmith,1,jerrygoldsmith
5253,47,"Nino Rota, Carmine Coppola",1,"ninorota,carminecoppola"
5254,47,Richard Rodney Bennett,0,richardrodneybennett
5255,47,Alex North,0,alexnorth
5256,47,John Williams,4,johnwilliams
5257,47,Adaptation Score by Nelson Riddle,1,adaptationscorebynelsonriddle
5258,47,Song Score by Alan Jay Lerner and Frederick Loewe; Adaptation Score by Angela Morley and Douglas Gamley,0,songscorebyalanjaylernerandfrederickloewe;adaptationscorebyangelamorleyanddouglasgamley
5259,47,Song Score by Paul Williams; Adaptation Score by Paul Williams and George Aliceson Tipton,0,songscorebypaulwilliams;adaptationscorebypaulwilliamsandgeorgealicesontipton
5260,47,Music by Euel Box; Lyrics by Betty Box,0,musicbyeuelbox;lyricsbybettybox
5261,47,Music by John Morris; Lyrics by Mel Brooks,0,musicbyjohnmorris;lyricsbymelbrooks
5262,47,Music by Frederick Loewe; Lyrics by Alan Jay Lerner,1,musicbyfrederickloewe;lyricsbyalanjaylerner
5263,47,Music and Lyrics by Al Kasha and Joel Hirschhorn,2,musicandlyricsbyalkashaandjoelhirschhorn
5264,47,Music by Elmer Bernstein; Lyrics by Don Black,0,musicbyelmerbernstein;lyricsbydonblack
5265,47,"Robert Evans, Producer",0,"robertevans,producer"
5266,47,"Francis Ford Coppola, Producer; Fred Roos, Co-Producer",0,"francisfordcoppola,producer;fredroos,co-producer"
5267,47,"Francis Ford Coppola, Producer; Gray Frederickson and Fred Roos, Co-Producers",1,"francisfordcoppola,producer;grayfredericksonandfredroos,co-producers"
5268,47,"Marvin Worth, Producer",0,"marvinworth,producer"
5269,47,"Irwin Allen, Producer",1,"irwinallen,producer"
5270,47,"Will Vinton and Bob Gardiner, Producers",1,"willvintonandbobgardiner,producers"
5271,47,"Yvon Mallette and Robert Verrall, Producers",0,"yvonmalletteandrobertverrall,producers"
5272,47,"Peter Foldes and René Jodoin, Producers",0,"peterfoldesandrenéjodoin,producers"
5273,47,"Faith Hubley and John Hubley, Producers",0,"faithhubleyandjohnhubley,producers"
5274,47,"Wolfgang Reitherman, Producer",0,"wolfgangreitherman,producer"
5275,47,"Dewitt Jones, Producer",0,"dewittjones,producer"
5276,47,"Julian Chagrin and Claude Chagrin, Producers",0,"julianchagrinandclaudechagrin,producers"
5277,47,"Paul Claudon and Edmond Sechan, Producers",1,"paulclaudonandedmondsechan,producers"
5278,47,"George V. Casey, Producer",0,"georgev.casey,producer"
5279,47,"Andrew Welsh and George Pastic, Producers",0,"andrewwelshandgeorgepastic,producers"
5280,47,"Bud Grenzbach, Larry Jost",0,"budgrenzbach,larryjost"
5281,47,"Walter Murch, Arthur Rochester",0,"waltermurch,arthurrochester"
5282,47,"Ronald Pierce, Melvin Metcalfe, Sr.",1,"ronaldpierce,melvinmetcalfe,sr."
5283,47,"Theodore Soderberg, Herman Lewis",0,"theodoresoderberg,hermanlewis"
5284,47,"Richard Portman, Gene Cantamessa",0,"richardportman,genecantamessa"
5285,47,Robert Getchell,0,robertgetchell
5286,47,Robert Towne,1,roberttowne
5287,47,Francis Ford Coppola,1,francisfordcoppola
5288,47,"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",0,"francoistruffaut,jean-louisrichard,suzanneschiffman"
5289,47,"Paul Mazursky, Josh Greenfeld",0,"paulmazursky,joshgreenfeld"
5290,47,Screenplay by Mordecai Richler; Adaptation by Lionel Chetwynd,0,screenplaybymordecairichler;adaptationbylionelchetwynd
5291,47,"Francis Ford Coppola, Mario Puzo",1,"francisfordcoppola,mariopuzo"
5292,47,Julian Barry,0,julianbarry
5293,47,Paul Dehn,0,pauldehn
5294,47,"Gene Wilder, Mel Brooks",0,"genewilder,melbrooks"
5295,47,"Frank Brendel, Glen Robinson, Albert Whitlock",1,"frankbrendel,glenrobinson,albertwhitlock"
5296,47,,0,
5297,47,,0,
5298,47,,0,
5299,48,The Sunshine Boys,1,thesunshineboys
5300,48,One Flew over the Cuckoo's Nest,2,oneflewoverthecuckoo'snest
5301,48,Dog Day Afternoon,0,dogdayafternoon
5302,48,The Man in the Glass Booth,0,themanintheglassbooth
5303,48,"Give 'em Hell, Harry!",0,"give'emhell,harry!"
5304,48,The Sunshine Boys,1,thesunshineboys
5305,48,One Flew over the Cuckoo's Nest,2,oneflewoverthecuckoo'snest
5306,48,The Day of the Locust,0,thedayofthelocust
5307,48,Dog Day Afternoon,0,dogdayafternoon
5308,48,Shampoo,1,shampoo
5309,48,The Story of Adele H.,0,thestoryofadeleh.
5310,48,Tommy,0,tommy
5311,48,One Flew over the Cuckoo's Nest,2,oneflewoverthecuckoo'snest
5312,48,Hedda,0,hedda
5313,48,Hester Street,0,hesterstreet
5314,48,Nashville,0,nashville
5315,48,Shampoo,1,shampoo
5316,48,"Farewell, My Lovely",0,"farewell,mylovely"
5317,48,Nashville,0,nashville
5318,48,Jacqueline Susann's Once Is Not Enough,0,jacquelinesusann'sonceisnotenough
5319,48,"Art Direction: Ken Adam, Roy Walker; Set Decoration: Vernon Dixon",1,"artdirection:kenadam,roywalker;setdecoration:vernondixon"
5320,48,Art Direction: Edward Carfagno; Set Decoration: Frank McKelvy,0,artdirection:edwardcarfagno;setdecoration:frankmckelvy
5321,48,"Art Direction: Alexander Trauner, Tony Inglis; Set Decoration: Peter James",0,"artdirection:alexandertrauner,tonyinglis;setdecoration:peterjames"
5322,48,"Art Direction: Richard Sylbert, W. Stewart Campbell; Set Decoration: George Gaines",0,"artdirection:richardsylbert,w.stewartcampbell;setdecoration:georgegaines"
5323,48,Art Direction: Albert Brenner; Set Decoration: Marvin March,0,artdirection:albertbrenner;setdecoration:marvinmarch
5324,48,John Alcott,1,johnalcott
5325,48,Conrad Hall,1,conradhall
5326,48,James Wong Howe,2,jameswonghowe
5327,48,Robert Surtees,2,robertsurtees
5328,48,"Haskell Wexler, Bill Butler",0,"haskellwexler,billbutler"
5329,48,"Ulla-Britt Soderlund, Milena Canonero",1,"ulla-brittsoderlund,milenacanonero"
5330,48,"Yvonne Blake, Ron Talsky",0,"yvonneblake,rontalsky"
5331,48,"Ray Aghayan, Bob Mackie",0,"rayaghayan,bobmackie"
5332,48,"Henny Noremark, Karin Erskine",0,"hennynoremark,karinerskine"
5333,48,Edith Head,4,edithhead
5334,48,Federico Fellini,0,federicofellini
5335,48,Stanley Kubrick,1,stanleykubrick
5336,48,Sidney Lumet,0,sidneylumet
5337,48,Robert Altman,1,robertaltman
5338,48,Milos Forman,2,milosforman
5339,48,"Walter F. Parkes and Keith F. Critchlow, Producers",0,"walterf.parkesandkeithf.critchlow,producers"
5340,48,"Glen Pearcy, Producer",0,"glenpearcy,producer"
5341,48,"Irwin Rosten, Producer",0,"irwinrosten,producer"
5342,48,"F. R. Crawley, James Hager and Dale Hartleben, Producers",1,"f.r.crawley,jameshageranddalehartleben,producers"
5343,48,"Shirley MacLaine, Producer",0,"shirleymaclaine,producer"
5344,48,"Jon Else, Steven Kovacs and Kristine Samuelson, Producers",0,"jonelse,stevenkovacsandkristinesamuelson,producers"
5345,48,"Claire Wilbur and Robin Lehman, Producers",1,"clairewilburandrobinlehman,producers"
5346,48,"Manfred Baier, Producer",0,"manfredbaier,producer"
5347,48,"George V. Casey, Producer",0,"georgev.casey,producer"
5348,48,"Barrie Howells and Michael Scott, Producers",0,"barriehowellsandmichaelscott,producers"
5349,48,Dede Allen,0,dedeallen
5350,48,Verna Fields,1,vernafields
5351,48,Russell Lloyd,0,russelllloyd
5352,48,"Richard Chew, Lynzee Klingman, Sheldon Kahn",0,"richardchew,lynzeeklingman,sheldonkahn"
5353,48,"Fredric Steinkamp, Don Guidice",0,"fredricsteinkamp,donguidice"
5354,48,Union of Soviet Socialist Republics,3,unionofsovietsocialistrepublics
5355,48,Poland,1,poland
5356,48,Mexico,0,mexico
5357,48,Japan,1,japan
5358,48,Italy,10,italy
5359,48,Gerald Fried,0,geraldfried
5360,48,Alex North,0,alexnorth
5361,48,John Williams,4,johnwilliams
5362,48,Jack Nitzsche,0,jacknitzsche
5363,48,Jerry Goldsmith,1,jerrygoldsmith
5364,48,Adaptation Score by Leonard Rosenman,2,adaptationscorebyleonardrosenman
5365,48,Adaptation Score by Peter Matz,0,adaptationscorebypetermatz
5366,48,Adaptation Score by Peter Townshend,0,adaptationscorebypetertownshend
5367,48,Music and Lyrics by Fred Ebb and John Kander,0,musicandlyricsbyfredebbandjohnkander
5368,48,Music and Lyrics by Keith Carradine,1,musicandlyricsbykeithcarradine
5369,48,Music by George Barrie; Lyrics by Sammy Cahn,0,musicbygeorgebarrie;lyricsbysammycahn
5370,48,Music by Charles Fox; Lyrics by Norman Gimbel,0,musicbycharlesfox;lyricsbynormangimbel
5371,48,Music by Michael Masser; Lyrics by Gerry Goffin,0,musicbymichaelmasser;lyricsbygerrygoffin
5372,48,"Stanley Kubrick, Producer",0,"stanleykubrick,producer"
5373,48,"Martin Bregman and Martin Elfand, Producers",0,"martinbregmanandmartinelfand,producers"
5374,48,"Richard D. Zanuck and David Brown, Producers",0,"richardd.zanuckanddavidbrown,producers"
5375,48,"Robert Altman, Producer",0,"robertaltman,producer"
5376,48,"Saul Zaentz and Michael Douglas, Producers",1,"saulzaentzandmichaeldouglas,producers"
5377,48,"Bob Godfrey, Producer",1,"bobgodfrey,producer"
5378,48,"Robert Swarthe, Producer",0,"robertswarthe,producer"
5379,48,"René Jodoin, Bernard Longpré and André Leduc, Producers",0,"renéjodoin,bernardlongpréandandréleduc,producers"
5380,48,"Marcell Jankovics, Producer",0,"marcelljankovics,producer"
5381,48,"Bert Salzman, Producer",1,"bertsalzman,producer"
5382,48,"Louis Marcus, Producer",0,"louismarcus,producer"
5383,48,"Lawrence M. Lansburgh and Brian Lansburgh, Producers",0,"lawrencem.lansburghandbrianlansburgh,producers"
5384,48,"Barry Spinello, Producer",0,"barryspinello,producer"
5385,48,"Alan Beattie, Producer",0,"alanbeattie,producer"
5386,48,"Arthur Piantadosi, Les Fresholtz, Richard Tyler, Al Overton, Jr.",0,"arthurpiantadosi,lesfresholtz,richardtyler,aloverton,jr."
5387,48,"Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon",0,"richardportman,donmacdougall,curlythirlwell,jacksolomon"
5388,48,"Leonard Peterson, John A. Bolger, Jr., John Mack, Don K. Sharpless",0,"leonardpeterson,johna.bolger,jr.,johnmack,donk.sharpless"
5389,48,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",1,"robertl.hoyt,rogerheman,earlmadery,johncarter"
5390,48,"Harry W. Tetrick, Aaron Rochin, William McCaughey, Roy Charman",0,"harryw.tetrick,aaronrochin,williammccaughey,roycharman"
5391,48,"Federico Fellini, Tonino Guerra",0,"federicofellini,toninoguerra"
5392,48,"Claude Lelouch, Pierre Uytterhoeven",0,"claudelelouch,pierreuytterhoeven"
5393,48,Frank Pierson,1,frankpierson
5394,48,Ted Allan,0,tedallan
5395,48,"Robert Towne, Warren Beatty",0,"roberttowne,warrenbeatty"
5396,48,Stanley Kubrick,1,stanleykubrick
5397,48,"John Huston, Gladys Hill",0,"johnhuston,gladyshill"
5398,48,"Lawrence Hauben, Bo Goldman",1,"lawrencehauben,bogoldman"
5399,48,"Ruggero Maccari, Dino Risi",0,"ruggeromaccari,dinorisi"
5400,48,Neil Simon,0,neilsimon
5401,48,Peter Berkos,1,peterberkos
5402,48,"Albert Whitlock, Glen Robinson",1,"albertwhitlock,glenrobinson"
5403,48,,0,
5404,48,,0,
5405,48,,0,
5406,49,Taxi Driver,0,taxidriver
5407,49,Network,3,network
5408,49,Seven Beauties,0,sevenbeauties
5409,49,Network,3,network
5410,49,Rocky,0,rocky
5411,49,Network,3,network
5412,49,Rocky,0,rocky
5413,49,Marathon Man,0,marathonman
5414,49,All the President's Men,1,allthepresident'smen
5415,49,Rocky,0,rocky
5416,49,"Cousin, Cousine",0,"cousin,cousine"
5417,49,Network,3,network
5418,49,Rocky,0,rocky
5419,49,Carrie,0,carrie
5420,49,Face to Face,0,facetoface
5421,49,All the President's Men,1,allthepresident'smen
5422,49,Taxi Driver,0,taxidriver
5423,49,Voyage of the Damned,0,voyageofthedamned
5424,49,Carrie,0,carrie
5425,49,Network,3,network
5426,49,Art Direction: George Jenkins; Set Decoration: George Gaines,1,artdirection:georgejenkins;setdecoration:georgegaines
5427,49,"Art Direction: Elliot Scott, Norman Reynolds; Set Decoration: Peter Howitt",0,"artdirection:elliotscott,normanreynolds;setdecoration:peterhowitt"
5428,49,"Art Direction: Gene Callahan, Jack Collis; Set Decoration: Jerry Wunderlich",0,"artdirection:genecallahan,jackcollis;setdecoration:jerrywunderlich"
5429,49,Art Direction: Dale Hennesy; Set Decoration: Robert de Vestel,0,artdirection:dalehennesy;setdecoration:robertdevestel
5430,49,Art Direction: Robert F. Boyle; Set Decoration: Arthur Jeph Parker,0,artdirection:robertf.boyle;setdecoration:arthurjephparker
5431,49,Haskell Wexler,2,haskellwexler
5432,49,Richard H. Kline,0,richardh.kline
5433,49,Ernest Laszlo,1,ernestlaszlo
5434,49,Owen Roizman,0,owenroizman
5435,49,Robert Surtees,2,robertsurtees
5436,49,William Theiss,0,williamtheiss
5437,49,Danilo Donati,2,danilodonati
5438,49,Anthony Mendleson,0,anthonymendleson
5439,49,Mary Wills,1,marywills
5440,49,Alan Barrett,0,alanbarrett
5441,49,Alan J. Pakula,0,alanj.pakula
5442,49,Ingmar Bergman,0,ingmarbergman
5443,49,Sidney Lumet,0,sidneylumet
5444,49,John G. Avildsen,1,johng.avildsen
5445,49,Lina Wertmüller,0,linawertmüller
5446,49,"Barbara Kopple, Producer",1,"barbarakopple,producer"
5447,49,"James Gutman and David Helpern, Jr., Producers",0,"jamesgutmananddavidhelpern,jr.,producers"
5448,49,"Michael Firth, Producer",0,"michaelfirth,producer"
5449,49,"Anthony Howarth and David Koff, Producers",0,"anthonyhowarthanddavidkoff,producers"
5450,49,"Donald Brittain and Robert Duncan, Producers",0,"donaldbrittainandrobertduncan,producers"
5451,49,"Sparky Greene, Producer",0,"sparkygreene,producer"
5452,49,"Tony Ianzelo and Andy Thomson, Producers",0,"tonyianzeloandandythomson,producers"
5453,49,"John Armstrong, Producer",0,"johnarmstrong,producer"
5454,49,"Lynne Littman, Producer",1,"lynnelittman,producer"
5455,49,"Lester Novros, Producer",0,"lesternovros,producer"
5456,49,Robert L. Wolfe,0,robertl.wolfe
5457,49,"Robert Jones, Pembroke J. Herring",0,"robertjones,pembrokej.herring"
5458,49,Alan Heim,1,alanheim
5459,49,"Richard Halsey, Scott Conrad",1,"richardhalsey,scottconrad"
5460,49,"Eve Newman, Walter Hannemann",0,"evenewman,walterhannemann"
5461,49,Ivory Coast,1,ivorycoast
5462,49,France,9,france
5463,49,German Democratic Republic,0,germandemocraticrepublic
5464,49,Poland,1,poland
5465,49,Italy,10,italy
5466,49,Bernard Herrmann,1,bernardherrmann
5467,49,Jerry Goldsmith,1,jerrygoldsmith
5468,49,Jerry Fielding,0,jerryfielding
5469,49,Bernard Herrmann,1,bernardherrmann
5470,49,Lalo Schifrin,0,laloschifrin
5471,49,Adaptation Score by Leonard Rosenman,2,adaptationscorebyleonardrosenman
5472,49,Song Score and Adaptation Score by Paul Williams,0,songscoreandadaptationscorebypaulwilliams
5473,49,Adaptation Score by Roger Kellaway,0,adaptationscorebyrogerkellaway
5474,49,Music and Lyrics by Jerry Goldsmith,0,musicandlyricsbyjerrygoldsmith
5475,49,Music by Henry Mancini; Lyrics by Don Black,0,musicbyhenrymancini;lyricsbydonblack
5476,49,Music by Barbra Streisand; Lyrics by Paul Williams,1,musicbybarbrastreisand;lyricsbypaulwilliams
5477,49,Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins,0,musicbybillconti;lyricsbycarolconnorsandaynrobbins
5478,49,Music by Sammy Fain; Lyrics by Paul Francis Webster,2,musicbysammyfain;lyricsbypaulfranciswebster
5479,49,"Walter Coblenz, Producer",0,"waltercoblenz,producer"
5480,49,"Robert F. Blumofe and Harold Leventhal, Producers",0,"robertf.blumofeandharoldleventhal,producers"
5481,49,"Howard Gottfried, Producer",0,"howardgottfried,producer"
5482,49,"Irwin Winkler and Robert Chartoff, Producers",1,"irwinwinklerandrobertchartoff,producers"
5483,49,"Michael Phillips and Julia Phillips, Producers",0,"michaelphillipsandjuliaphillips,producers"
5484,49,"Manfredo Manfredi, Producer",0,"manfredomanfredi,producer"
5485,49,"Suzanne Baker, Producer",1,"suzannebaker,producer"
5486,49,"Caroline Leaf and Guy Glover, Producers",0,"carolineleafandguyglover,producers"
5487,49,"Andre Guttfreund and Peter Werner, Producers",1,"andreguttfreundandpeterwerner,producers"
5488,49,"Marjorie Anne Short, Producer",0,"marjorieanneshort,producer"
5489,49,"Julian Chagrin and Claude Chagrin, Producers",0,"julianchagrinandclaudechagrin,producers"
5490,49,"Claire Wilbur and Robin Lehman, Producers",1,"clairewilburandrobinlehman,producers"
5491,49,"Dyan Cannon and Vince Cannon, Producers",0,"dyancannonandvincecannon,producers"
5492,49,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",1,"arthurpiantadosi,lesfresholtz,dickalexander,jimwebb"
5493,49,"Harry Warren Tetrick, William McCaughey, Aaron Rochin, Jack Solomon",0,"harrywarrentetrick,williammccaughey,aaronrochin,jacksolomon"
5494,49,"Harry Warren Tetrick, William McCaughey, Lyle Burbridge, Bud Alper",0,"harrywarrentetrick,williammccaughey,lyleburbridge,budalper"
5495,49,"Donald Mitchell, Douglas Williams, Richard Tyler, Hal Etherington",0,"donaldmitchell,douglaswilliams,richardtyler,haletherington"
5496,49,"Robert Knudson, Dan Wallin, Robert Glass, Tom Overton",0,"robertknudson,danwallin,robertglass,tomoverton"
5497,49,William Goldman,2,williamgoldman
5498,49,Robert Getchell,0,robertgetchell
5499,49,"Federico Fellini, Bernardino Zapponi",0,"federicofellini,bernardinozapponi"
5500,49,Nicholas Meyer,0,nicholasmeyer
5501,49,"Steve Shagan, David Butler",0,"steveshagan,davidbutler"
5502,49,Story and Screenplay by Jean-Charles Tacchella; Adaptation by Daniele Thompson,0,storyandscreenplaybyjean-charlestacchella;adaptationbydanielethompson
5503,49,Walter Bernstein,0,walterbernstein
5504,49,Paddy Chayefsky,3,paddychayefsky
5505,49,Sylvester Stallone,0,sylvesterstallone
5506,49,Lina Wertmüller,0,linawertmüller
5507,49,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",1,"carlorambaldi,glenrobinson,frankvanderveer"
5508,49,"L. B. Abbott, Glen Robinson, Matthew Yuricich",1,"l.b.abbott,glenrobinson,matthewyuricich"
5509,49,,0,
5510,50,Annie Hall,1,anniehall
5511,50,Equus,0,equus
5512,50,The Goodbye Girl,1,thegoodbyegirl
5513,50,A Special Day,0,aspecialday
5514,50,Saturday Night Fever,0,saturdaynightfever
5515,50,The Turning Point,0,theturningpoint
5516,50,Equus,0,equus
5517,50,Star Wars,1,starwars
5518,50,Julia,2,julia
5519,50,Julia,2,julia
5520,50,The Turning Point,0,theturningpoint
5521,50,Julia,2,julia
5522,50,Annie Hall,1,anniehall
5523,50,The Turning Point,0,theturningpoint
5524,50,The Goodbye Girl,1,thegoodbyegirl
5525,50,The Turning Point,0,theturningpoint
5526,50,The Goodbye Girl,1,thegoodbyegirl
5527,50,Close Encounters of the Third Kind,0,closeencountersofthethirdkind
5528,50,Julia,2,julia
5529,50,Looking for Mr. Goodbar,0,lookingformr.goodbar
5530,50,Art Direction: George C. Webb; Set Decoration: Mickey S. Michaels,0,artdirection:georgec.webb;setdecoration:mickeys.michaels
5531,50,"Art Direction: Joe Alves, Dan Lomino; Set Decoration: Phil Abramson",0,"artdirection:joealves,danlomino;setdecoration:philabramson"
5532,50,"Art Direction: Ken Adam, Peter Lamont; Set Decoration: Hugh Scaife",0,"artdirection:kenadam,peterlamont;setdecoration:hughscaife"
5533,50,"Art Direction: John Barry, Norman Reynolds, Leslie Dilley; Set Decoration: Roger Christian",1,"artdirection:johnbarry,normanreynolds,lesliedilley;setdecoration:rogerchristian"
5534,50,Art Direction: Albert Brenner; Set Decoration: Marvin March,0,artdirection:albertbrenner;setdecoration:marvinmarch
5535,50,Vilmos Zsigmond,1,vilmoszsigmond
5536,50,Fred J. Koenekamp,0,fredj.koenekamp
5537,50,Douglas Slocombe,0,douglasslocombe
5538,50,William A. Fraker,0,williama.fraker
5539,50,Robert Surtees,2,robertsurtees
5540,50,"Edith Head, Burton Miller",0,"edithhead,burtonmiller"
5541,50,Anthea Sylbert,0,antheasylbert
5542,50,Florence Klotz,0,florenceklotz
5543,50,Irene Sharaff,3,irenesharaff
5544,50,John Mollo,1,johnmollo
5545,50,Woody Allen,2,woodyallen
5546,50,Steven Spielberg,2,stevenspielberg
5547,50,Fred Zinnemann,2,fredzinnemann
5548,50,George Lucas,0,georgelucas
5549,50,Herbert Ross,0,herbertross
